"source_path","destination_path","action","sha256","size_bytes"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\DALL·E 2025-01-22 21.58.50 - An ink drawing on aged parchment depicting Aligax, a stickman-style warrior in a cyberpunk fantasy setting, standing tall with a glowing artifact on t.webp","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v017.webp","promoted","EAA3C3AF63FB20FFA9A00D0A7800FE1F36AC2E267E5BB882A43A0A48CB8D0979","466782"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\DALL·E 2025-01-23 17.10.16 - A minimalist neo-cyberpunk style typography for the name 'ALIGAX' on a white background. The design features futuristic, angular, and sharp-edged lett.webp","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v018.webp","promoted","283EC2FB8DE931B2B472B82D7AEF57C6E9429753B31E09A35E8EFDD51FAE70C7","138546"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\DALL·E 2025-02-09 23.55.27 - A traditional ink-style illustration on aged parchment depicting Aligax, MutenRock, and Sniky in deep cultivation. The art is reminiscent of ancient W.webp","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v019.webp","promoted","FA899A3C4F26E4E69984CD83DA52D285617779C4967AA657A16D5AAB1482548B","709270"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\DALL·E 2025-02-09 23.55.30 - A wide-format illustration of Aligax, MutenRock, and Sniky in deep cultivation, merging cyberpunk and Wuxia aesthetics. They are seated in a mystical .webp","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v020.webp","promoted","19524727D445726E19049CC882A3CB7ADF5FFC47E58F473C48CF1D8E82BF679B","908894"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\DALL·E 2025-02-09 23.55.42 - A wide-format illustration of MutenRock during his alignment. He stands at the center of a storm of glowing emerald vines and bioluminescent petals, f.webp","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v021.webp","promoted","C091B66A909F3571821E6EB39F1223C4B6EC96B9388DB6B9E876C2737840A1A0","809572"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\DALL·E 2025-02-09 23.55.44 - A wide-format illustration of Sniky during his alignment. He stands in the midst of a cybernetic shadowstorm, his body enveloped in a deep purple and .webp","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v022.webp","promoted","37DA22AB3B4A7946867C8175A263FEAD9F72F2948458DDAB3FB9A3C8E1B35C7A","739374"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\DALL·E 2025-02-09 23.55.45 - A wide-format illustration of Sniky during his alignment, infused with a strong Wuxia essence. He stands atop an ancient temple roof, surrounded by sw.webp","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v023.webp","promoted","3826AEE4F2320078DA7535F9915901FCF4BE1F27DCC183F12E06FC77E34299FB","789032"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\do.webp","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v024.webp","promoted","82AAAB2B6EEB839C04623BDFF97DE6C045765EC509AB7E1BB70E52B1557427CD","52890"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\e29a020a40524a359aa2bbaf21128641.jpg","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v025.jpg","promoted","A28013CC39722FC4BF8BC0554BC09DDCAF646CA5FC8D1D67191AF568B186D602","92886"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\image (1).webp","archives\import-duplicates\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\image (1).webp","internal-duplicate","4208CD2CE4497FF776ACAD4567DE39B876EEB49B4C86948B552BA1AA3A296FE8","331666"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\image_2024-09-13_170745315-removebg-preview.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v026.png","promoted","9ABA27CFF5CDBA45131CDA03967E87795457DD491D49AB00BACBA8FEB43A9D83","227817"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\image.webp","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v027.webp","promoted","4208CD2CE4497FF776ACAD4567DE39B876EEB49B4C86948B552BA1AA3A296FE8","331666"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2024-08-20 21.05.37 - A 3D rendered, high-definition minimalist landscape image of a cyberpunk city bathed in sunlight. The city features futuristic skyscrapers and neon li.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v028.png","promoted","3BA3A5540BD6EB027D2C74DF9EBB5209EF95D078266A4ECF99C458B0F3A7A0D2","2034678"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2024-09-12 09.35.37 - A cyberpunk cityscape with a glowing sunset in the background, similar to the MutenRock image. The city is filled with futuristic skyscrapers with neo.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v029.png","promoted","0835B5B49F53B13FF64CA7B530C3F1EEF7A52909215C326CFBFEC5DB59F64A16","3123736"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-01-03 05.19.32 - A snowy cyberpunk city illuminated by glowing neon lights, with futuristic reindeer pulling a sleek, high-tech sleigh piloted by a shadowy figure rese.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v030.png","promoted","F8276850937B2665EA04E8D49D9D66BE4A74845ABBCB13BF851CCA61BB86BE09","1787767"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-01-03 21.52.44 - Wuxia scene featuring a character with blue hair and intricate armor, standing amidst a dramatic sunset. The background showcases mountains with mist .png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v031.png","promoted","A5228F10E11F82E8248BC476A84B039C28EB4A35D9FCD17928486C8EB2DC6E70","1877305"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-01-03 21.52.47 - A fantasy scene depicting a mystical illumination. Aventus, a male genasi of the air with blue hair, and Ardamir, an elven mage with dark hair, are de.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v032.png","promoted","4A992D4C1BEB6763783F7F9EFF1EA97FFD606635D00B0117B4C36DAE17D43845","3274560"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-01-03 21.57.28 - A mysterious 'temporal map' with a minimalist, aged look, drawn in a steampunk style on worn fabric. The map has faded outlines of continents, but als.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v033.png","promoted","ED45DCA0268B771B7A310B67FB5EAF604E6299CD61A4B46334F4844BEE7BE093","3983499"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-01-22 21.58.17 - A stickman-style illustration representing Aligax, a warrior in a cyberpunk fantasy world, standing tall with a glowing artifact bound to their chest,.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v034.png","promoted","F77A9F757553D63B386CC2B8B41E19B73B5E844DE00D97805CD18A8BA452661A","1134165"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-01-22 21.58.30 - An ink drawing on aged parchment depicting Sniky, a stickman-style stealth assassin, crouched with dual blades, surrounded by shadows. The art feature.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v035.png","promoted","BC8C4B6603D77116594E957C62793C378E994FE03D97599367444E8083725600","2048519"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-01-22 21.58.32 - An ink drawing on aged parchment depicting MutenRock, a stickman-style cyberpunk strategist, holding a holographic chessboard. The art features a vint.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v036.png","promoted","8D17DC0FC6FF3686B6DC65BE72A4BD803729DF36AE19FC2AB10BD92CADD8E458","2230527"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-01-22 21.58.50 - An ink drawing on aged parchment depicting Aligax, a stickman-style warrior in a cyberpunk fantasy setting, standing tall with a glowing artifact on t.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v037.png","promoted","ECA674EF285840D38F546566F45C1704F9E50DF11CCD5C96381A92D463871ABB","1987678"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-02-09 23.55.27 - A traditional ink-style illustration on aged parchment depicting Aligax, MutenRock, and Sniky in deep cultivation. The art is reminiscent of ancient W.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v038.png","promoted","5848BCC208484AA65B27585964DD63AA1E2F1FD1FB84BC6BA94FFE86C257AEE5","2544801"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-02-09 23.55.30 - A wide-format illustration of Aligax, MutenRock, and Sniky in deep cultivation, merging cyberpunk and Wuxia aesthetics. They are seated in a mystical .png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v039.png","promoted","42DADC823F536621C72B2C211FB4DD41462F592110A6C076F768BFD77EF0F88F","4034426"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-02-09 23.55.42 - A wide-format illustration of MutenRock during his alignment. He stands at the center of a storm of glowing emerald vines and bioluminescent petals, f.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v040.png","promoted","E9C16DF449E562BC6B8CFE1591830937CBDE9B160767ED826FD34B069CEEF70B","3817602"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-02-09 23.55.44 - A wide-format illustration of Sniky during his alignment. He stands in the midst of a cybernetic shadowstorm, his body enveloped in a deep purple and .png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v041.png","promoted","1CC12FE17276BDC3DB5A487FEF5C2B343AA5AD5E61C3DF3B34303CEC8FC2D16F","3472739"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\immmaaageg_converted\DALL·E 2025-02-09 23.55.45 - A wide-format illustration of Sniky during his alignment, infused with a strong Wuxia essence. He stands atop an ancient temple roof, surrounded by sw.png","media\visual\references\immmaaageg\bzhpwimage_immmaaageg_v042.png","promoted","AEA9659A6C10F9C16FCD09CBB49D52D4166A62856EC0CB78FD9774F80B816A27","3762155"
"imports\2026-07-06-desktop-bzh\BZH_RESS\bzhpwimage\immmaaageg\sqsdqsdqsd.pdn","archives\sources\bzhpwimage\immmaaageg_source_v001.pdn","source","1DD207E08610C52EC8F1399437858C6CAF223B3118F11D4DBE682C837530897A","4504649"
